,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
20417,0,1,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,12,0.0,0.0,1.0,1.0,0.09,0.06,0.0,255,11,0.04,0.07,0.0,0.0,0.0,0.0,1.0,1.0,0
13160,15,1,22,9,293,128,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,255,1.0,0.0,0.33,0.05,0.0,0.0,0.0,0.0,1
23918,0,1,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,14,1.0,1.0,0.0,0.0,0.08,0.06,0.0,255,3,0.01,0.07,0.0,0.0,1.0,1.0,0.0,0.0,0
11606,1,1,51,9,1318,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,242,174,0.72,0.03,0.0,0.0,0.01,0.01,0.0,0.0,1
19758,0,1,22,9,226,519,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44,255,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,1
17089,0,1,22,9,278,2092,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,255,1.0,0.0,0.2,0.03,0.0,0.0,0.0,0.0,1
19759,0,1,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,24,1.0,1.0,0.0,0.0,0.63,0.08,0.0,255,24,0.09,0.07,0.0,0.0,1.0,1.0,0.0,0.0,0
12470,14,2,11,9,111,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,3,0.75,0.5,0.75,0.0,0.0,0.0,0.0,0.0,1
12559,0,1,22,9,215,956,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,255,1.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,1
1778,0,1,22,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,180,180,1.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0
24496,0,2,11,9,44,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,231,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20639,0,1,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,23,1.0,1.0,0.0,0.0,0.17,0.04,0.0,255,23,0.09,0.05,0.0,0.0,1.0,1.0,0.0,0.0,0
17178,0,2,46,9,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,55,0.22,0.01,0.22,0.0,0.0,0.0,0.0,0.0,0
13658,0,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.67,0.67,1.0,0.0,0.0,12,165,1.0,0.0,0.08,0.23,0.0,0.0,0.75,0.98,1
25071,0,1,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,17,1.0,1.0,0.0,0.0,0.16,0.06,0.0,185,17,0.09,0.1,0.01,0.0,1.0,1.0,0.0,0.0,0
18196,1,1,51,9,928,363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,98,74,0.76,0.05,0.01,0.0,0.01,0.01,0.0,0.0,1
18063,0,1,22,9,286,301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,53,0.0,0.0,0.0,0.0,1.0,0.0,0.04,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
10531,0,1,22,9,215,2911,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13,69,1.0,0.0,0.08,0.07,0.0,0.0,0.0,0.0,1
17881,0,2,41,9,516,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,327,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
21762,0,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,15,1.0,1.0,0.0,0.0,0.19,0.06,0.0,255,15,0.06,0.07,0.0,0.0,1.0,1.0,0.0,0.0,0
19844,0,2,11,9,45,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,156,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14265,0,2,11,9,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,0.0,0.0,0.0,0.0,1.0,0.0,0.2,255,238,0.93,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1
12298,4721,1,41,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.74,1.0,0.0,0.0,0.0,1.0,1.0,0
22232,0,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,25,1.0,1.0,0.0,0.0,0.09,0.05,0.0,255,25,0.1,0.05,0.0,0.0,1.0,1.0,0.0,0.0,0
21567,0,1,22,9,305,759,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,1
11628,0,2,11,9,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,231,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,250,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1
14991,4,1,22,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32,32,1.0,0.0,0.03,0.0,0.0,0.0,0.34,0.34,0
5606,0,1,22,9,210,310,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,212,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,1
610,0,1,22,9,325,753,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,9,0.0,0.0,0.0,0.0,1.0,0.0,0.33,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9985,0,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,11,0.0,0.0,1.0,1.0,0.05,0.07,0.0,255,11,0.04,0.07,0.0,0.0,0.0,0.0,1.0,1.0,0
5997,3,1,57,9,106,3079,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81,1,0.01,0.07,0.01,0.0,0.0,0.0,0.0,0.0,1
7603,0,1,59,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,2,1.0,1.0,0.0,0.0,0.01,0.06,0.0,255,16,0.06,0.07,0.0,0.0,1.0,1.0,0.0,0.0,0
4794,0,1,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,1.0,1.0,0.0,0.0,0.95,0.11,0.0,255,18,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0.0,0
2912,0,2,46,9,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,8,0.8,0.2,0.1,0.0,0.0,0.0,0.0,0.0,1
14897,0,1,22,9,161,760,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,255,1.0,0.0,0.5,0.02,0.0,0.0,0.0,0.0,1
4597,0,1,22,9,314,657,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24,0.0,0.0,0.0,0.0,1.0,0.0,0.21,25,255,1.0,0.0,0.04,0.01,0.0,0.0,0.0,0.0,1
13434,0,1,22,9,343,16123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39,255,1.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,1
14138,0,1,57,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,17,0.97,1.0,0.03,0.0,0.24,0.09,0.0,255,47,0.18,0.04,0.02,0.0,1.0,1.0,0.0,0.0,0
1260,0,1,22,9,223,3327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,14,0.0,0.0,0.0,0.0,1.0,0.0,0.14,19,255,1.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,1
21072,0,0,13,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,208,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0
3084,29053,1,0,4,3848,6335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,5,0.0,0.0,0.33,0.8,0.42,0.17,0.0,147,25,0.17,0.02,0.01,0.0,0.0,0.0,0.12,0.72,1
13051,0,1,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2,1.0,1.0,0.0,0.0,0.02,0.07,0.0,255,20,0.08,0.06,0.0,0.0,1.0,1.0,0.0,0.0,0
17300,0,1,22,9,315,263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,24,0.0,0.0,0.0,0.0,1.0,0.0,0.12,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
22062,0,1,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,24,1.0,1.0,0.0,0.0,0.44,0.07,0.0,255,24,0.09,0.05,0.0,0.0,1.0,1.0,0.0,0.0,0
9644,0,1,22,9,150,12632,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,210,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1
9298,0,1,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,1,0.99,1.0,0.0,0.0,0.01,0.07,0.0,255,20,0.08,0.07,0.0,0.0,1.0,1.0,0.0,0.0,0
686,0,0,61,9,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,255,15,0.06,0.01,0.09,0.0,0.0,0.0,0.0,0.0,1
17234,0,1,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,20,1.0,1.0,0.0,0.0,0.09,0.07,0.0,255,20,0.08,0.08,0.0,0.0,1.0,1.0,0.0,0.0,0
1314,0,1,22,9,259,1541,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,79,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,1
19213,0,1,22,9,218,6189,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,252,1.0,0.0,0.33,0.06,0.0,0.0,0.0,0.0,1
17189,0,1,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,25,1.0,1.0,0.0,0.0,0.18,0.05,0.0,255,25,0.1,0.05,0.0,0.0,1.0,1.0,0.0,0.0,0
8039,0,1,22,9,234,3918,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,1
8377,0,2,41,9,516,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,399,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
18779,3,1,51,9,1302,337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,255,154,0.6,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1
10951,0,1,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,19,1.0,1.0,0.0,0.0,0.3,0.06,0.0,255,42,0.16,0.04,0.0,0.0,1.0,1.0,0.0,0.0,0
9622,0,1,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,2,1.0,1.0,0.0,0.0,0.01,0.06,0.0,255,13,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0.0,0
1213,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,10,1.0,1.0,0.0,0.0,0.04,0.06,0.0,255,10,0.04,0.08,0.0,0.0,1.0,1.0,0.0,0.0,0
22299,0,1,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,19,1.0,1.0,0.0,0.0,0.13,0.06,0.0,255,1,0.0,0.07,0.0,0.0,1.0,1.0,0.0,0.0,0
12052,0,1,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,1.0,1.0,0.0,0.0,0.09,0.09,0.0,64,7,0.03,0.06,0.06,0.29,0.97,0.29,0.0,0.0,0
20442,0,1,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1,0.07,0.0,0.93,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.04,0.0,0.96,1.0,0
10378,0,1,22,9,302,4070,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,103,255,1.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0,1
17427,0,1,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,1.0,1.0,0.0,0.0,0.23,0.18,0.0,255,48,0.19,0.03,0.0,0.0,1.0,1.0,0.0,0.0,0
1740,0,1,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,255,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
379,0,1,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,3,1.0,1.0,0.0,0.0,0.02,0.08,0.0,255,3,0.01,0.08,0.0,0.0,1.0,1.0,0.0,0.0,0
2174,0,1,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,25,1.0,1.0,0.0,0.0,0.14,0.05,0.0,255,25,0.1,0.05,0.0,0.0,1.0,1.0,0.0,0.0,0
24277,0,1,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,5,1.0,1.0,0.0,0.0,0.04,0.06,0.0,255,4,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0.0,0
1028,0,1,22,9,319,583,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,23,0.0,0.0,0.0,0.0,1.0,0.0,0.09,28,255,1.0,0.0,0.04,0.03,0.0,0.0,0.0,0.0,1
15266,0,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,3,1.0,1.0,0.0,0.0,0.01,0.07,0.0,255,3,0.01,0.08,0.0,0.0,1.0,1.0,0.0,0.0,0
13400,0,1,22,9,308,1075,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1
4411,0,1,22,9,306,1072,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,25,0.0,0.04,0.0,0.0,1.0,0.0,0.28,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11736,0,1,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,22,1.0,1.0,0.0,0.0,0.09,0.05,0.0,255,22,0.09,0.06,0.0,0.0,1.0,1.0,0.0,0.0,0
22784,0,1,22,9,199,601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,90,101,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,1
13714,0,1,51,9,607,325,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,106,74,0.7,0.04,0.01,0.0,0.0,0.0,0.0,0.0,1
21923,0,1,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,2,0.0,0.0,1.0,1.0,0.01,0.07,0.0,255,2,0.01,0.07,0.0,0.0,0.0,0.0,1.0,1.0,0
19018,0,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,1,0.0,0.0,1.0,1.0,0.0,0.07,0.0,255,1,0.0,0.09,0.0,0.0,0.0,0.0,1.0,1.0,0
21944,0,0,13,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,57,1.0,0.0,1.0,0.26,0.0,0.0,0.0,0.0,0
22295,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,2,1.0,1.0,0.0,0.0,0.01,0.08,0.0,255,2,0.01,0.09,0.0,0.0,1.0,1.0,0.0,0.0,0
18425,0,0,13,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,96,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0
5138,0,1,22,9,174,13184,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,219,248,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1
1779,0,1,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,9,1.0,1.0,0.0,0.0,0.04,0.06,0.0,255,9,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0.0,0
16399,0,0,14,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,181,87,0.48,0.04,0.48,0.0,0.01,0.0,0.35,0.0,0
4393,0,1,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,12,1.0,1.0,0.0,0.0,0.04,0.06,0.0,255,12,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0.0,0
10017,1,1,51,9,1217,374,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,182,213,0.83,0.02,0.01,0.01,0.0,0.0,0.0,0.0,1
37,0,1,55,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,17,1.0,1.0,0.0,0.0,0.08,0.06,0.0,255,17,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0.0,0
1084,0,2,11,9,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0.0,0.0,0.0,0.0,1.0,0.0,0.23,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
23,5607,2,41,9,147,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,1,0.0,0.85,1.0,0.0,0.0,0.0,0.0,0.0,1
8860,0,2,11,9,45,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,269,0.0,0.0,0.0,0.0,1.0,0.01,0.0,255,251,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1
14241,0,0,14,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,101,0.4,0.02,0.4,0.0,0.0,0.0,0.0,0.0,0
19615,0,1,22,9,248,2224,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,107,255,1.0,0.0,0.01,0.03,0.01,0.0,0.0,0.0,1
16363,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,14,1.0,1.0,0.0,0.0,0.07,0.06,0.0,255,7,0.03,0.09,0.0,0.0,1.0,1.0,0.0,0.0,0
1772,0,1,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,13,1.0,1.0,0.0,0.0,0.09,0.06,0.0,255,6,0.02,0.06,0.0,0.0,1.0,1.0,0.0,0.0,0
5962,0,1,22,9,201,3026,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,25,0.0,0.0,0.0,0.0,1.0,0.0,0.08,12,255,1.0,0.0,0.08,0.04,0.0,0.0,0.0,0.0,1
13273,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0.0,0.0,0.44,1.0,0.11,1.0,0.0,164,1,0.01,0.09,0.01,0.0,0.01,0.0,0.02,1.0,0
11953,0,1,51,9,49,285,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,159,134,0.67,0.04,0.01,0.01,0.0,0.0,0.0,0.0,1
19173,0,1,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,21,1.0,1.0,0.0,0.0,0.15,0.05,0.0,255,21,0.08,0.04,0.0,0.0,1.0,1.0,0.0,0.0,0
10940,0,1,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,16,0.99,1.0,0.0,0.0,0.13,0.08,0.0,255,16,0.06,0.07,0.0,0.0,1.0,1.0,0.0,0.0,0
1606,0,1,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,9,1.0,1.0,0.0,0.0,0.04,0.06,0.0,255,9,0.04,0.06,0.0,0.0,1.0,1.0,0.0,0.0,0
7456,0,1,22,9,221,10554,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,12,0.0,0.0,0.0,0.0,1.0,0.0,0.17,143,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,1
5523,0,1,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,10,1.0,0.9,0.0,0.1,0.03,0.06,0.2,255,2,0.01,0.07,0.0,0.0,1.0,1.0,0.0,0.0,0
2691,0,1,22,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,4,0.0,0.0,0.0,0.5,1.0,0.0,0.75,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0
18458,0,1,22,9,330,749,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,21,0.0,0.0,0.0,0.0,1.0,0.0,0.1,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
13114,0,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,141,231,1.0,0.0,0.01,0.11,0.0,0.0,0.45,0.67,1
17455,0,1,39,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,20,1.0,1.0,0.0,0.0,0.1,0.05,0.0,255,17,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0.0,0
24049,4229,2,41,9,145,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,2,0.01,0.53,0.9,0.0,0.0,0.0,0.0,0.0,1
11676,0,1,39,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,6,1.0,1.0,0.0,0.0,0.06,0.06,0.0,255,3,0.01,0.07,0.0,0.0,1.0,1.0,0.0,0.0,0
1126,0,1,22,9,246,1600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,36,0.0,0.0,0.0,0.0,1.0,0.0,0.14,138,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,1
1190,0,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,11,0.0,0.0,1.0,1.0,0.04,0.06,0.0,255,11,0.04,0.07,0.0,0.0,0.0,0.0,1.0,1.0,0
20181,0,1,22,9,302,1728,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,169,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,1
3585,0,2,11,9,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,200,0.0,0.0,0.0,0.0,1.0,0.0,0.02,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1
7492,0,1,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,18,1.0,1.0,0.0,0.0,0.24,0.05,0.0,255,47,0.18,0.04,0.01,0.0,1.0,1.0,0.0,0.0,0
7483,4550,2,41,9,147,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,1,0.0,0.56,0.85,0.0,0.0,0.0,0.0,0.0,1
20175,1,1,51,9,1461,283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,62,98,0.27,0.05,0.02,0.02,0.0,0.0,0.0,0.0,1
9587,0,2,46,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,110,0.0,0.0,0.0,0.0,0.92,0.02,0.0,255,180,0.71,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0
4580,0,1,22,9,230,9532,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,169,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,1
10018,0,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,0.0,0.0,1.0,1.0,0.04,0.08,0.0,255,6,0.02,0.07,0.0,0.0,0.0,0.0,1.0,1.0,0
3122,0,1,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,3,0.0,0.0,1.0,1.0,0.02,0.07,0.0,255,3,0.01,0.07,0.0,0.0,0.0,0.0,1.0,1.0,0
